,clean_teks,label
709,hehe yamungkin rasa kek thanos batu cincin makasih looo diucapin sahur,1
710,oldmoneygangerasain telepon pakai hp detik detik gratis detik kena pulsa tut tut halooo mana matiin telepon tut tut angkat telepon rumah matiin telepon eneg,1
711,iyaa kemarin malemnya kurg enak badan pilek batuk ehh ktrusan samp sore enak pergi halal bi halal ath yuukkk,2
712,username kelas sd bawa hp hubungin mama colong teman diam bodoh bibi kantin ngabarin nyokap langsung mama bapa maaf eh anak pindah sekolah ya,2
713,aku asa sesak terima undang nikah mantan mantan saing mantan gebetan mantan pacar manatan teman mantanmantan,2
714,username username username lampung kiwheeewww nadia sidang ajee selamaad yaaapa kabar kakak satriaudahan,1
715,kelas tertawa yandi nyeletuk bilang anak sd mah hahahaha orang anggap yandi guyon,1
716,abis jengukin teman sakit parah terenyuh takut sakit takut ramadhan berkah ya allah mohon doa sembuh teman kantor tb adriana pramudya bin tb dasep url,2
717,rupiah jatuh anjlok ramai menyalahnyalahkan perintah gilirah rupiah kuat mingkem anggota dpr menyalahnyalahkan polisi pas bom ledak salah perintah gituajaterus sekjend pbb,0
718,diucapin happy birthday heran dasar kalender hijriyah ramadhan h lahir oke i accept that,1
719,qu sudi koh disable instagram nyampah explore anak balita diajarin tiktok url,2
720,username jelasin bang biarin cari berita jelasin gimane kronologis nye orang bantul nye otak nye pade lola,0
721,username hahah wifi enak kerja mah ngisi kerja kabar nganggur pas libur,2
722,teman turned out being asshole cewek ukhti hijrah cowok abdi negara statement ku sosmed sangkal orang kek parah pacar bangsat,0
723,aminin doa mustajab orang umroh niat politik qobul kampanye teriak takbir sang cipta nyoblos mikir url,0
724,oldmoneygakngerasain pasang raut pensil cermin sepatu ngintipin celana teman sekolah cewek,1
725,bukti indonesia gubernur cerdas moral bodoh dongok url,0
726,pulsa cepat habis yaa senyum hati hasil download game waptrick oldmoneygakngerasain,1
727,tangkepin polisi nolongin kasihan ya sih jamaah nya bloon tipu pakai ayat alquran jual beli ayat syahwat kuasa,0
728,sma tuh nama awat klinik cantik macem erhanatasha deh mama larang suka dimarahin ngrengek awat,2
729,jual beli rubicon hummer lumayan aset modal nyapres beli tanah luas juang gera jamaah gitugitu cari kerja sanasini malak thr orang cina hadeuh guwoblok,0
730,tapiii efek rasa muka tipe muka less problem hehe jerawat pas pms kalo breakout ilangnya cepat dibiarin minyak,1
731,hmmm ya senang kasih kado buat tanggal lahir anniv wes bahagia pekaitupenting,1
732,juang wujud angan nyata terimakasih sayang karen menang saat menang i cinta so much,3
733,salah beliau mngatakn isi hati sedih impor presiden negara jkw dn symikir woi,0
734,tuhkan apple tuh kasih update tanggung tanggung hp jadul update kaya android tahun ditinggalin url,1
735,lucu sih pasang tukar pass ig mana komitmen embel percaya pasang tukang selingkuh haha ciyaaaaan,2
736,nang mewek karuan gegara galau pulang mutusin tuk pulang kasihan emak ayah mudik mahal cooy,2
737,username gaes anak bawa bawa politik cenderung ujar benci fitnah mohon ceck username username username username username username,0
738,sih rhia temenya cowok biar biar tikung biar omongin biar jagain biar nyinyirin biar jemput main hahaha,1
739,pola tidur beranta yawlaaaa minggu ampe tadi merem abis sahur j set bangun kerja,2
740,zaman sd temenku cowok nih salah satu suka main desa seba nyebarang kali wkk suka bikin prakarya berantakin rumah jual lotre yak wkk pen ngaqaq username,1
741,congrats for me walopun aktif dedikasi twitter bangtan ubah wow mytwitteranniversary url,1
742,dear username username username coba d tb sms kaya minus k kaget bangun nyala hp langsung d palakin makasih ya url,0
743,maklumin omong mommy setujuin url suka suka co umur beda yah cari duda mapan umur,2
744,url bupati purbalingga jawa tasdi pecat pdi juang pecat nyaleg bebasaneh bin ajaib,0
745,username username mau hadiah khayru ummah perintah suruh maruf cegah munkar ogah kenyang ogah makan,0
746,username username username gin teroossjawaban template butuh template pesan tanggal mei suruh tunggu inicm jakarta tng lhomo bilang jwabnya sabar ya kak ujia,0
747,mimpin bupati tasik gubernur aduh kang tuh kabupaten tasik oge pr akang masyarakat tidap puas kerja akang gubernur cing atuh mikil,0
748,username username coba jabat username laku indonesia segani bangsa bangsa segani indonesia,0
749,username username langgar bawaslu lawan politik nya beliau ah terjun tuh image beliau d masyarakat,0
750,perilaku cundang itujelas buronanpny kasarintolerananti pancasila ya disambangiemang anggap ulama negara,0
751,dasar ngakaknya baca ayat ngapain marah ateis geli sembah charles darwin teori tahayul konyol,0
752,manusia kaya gin bikin negara kali ya kloning biar rasa enak ngadepin terima masuk alas orang,0
753,bukti numpuk deflasi berani lihat munir bukti lihat udin bukti disingkirkandihilangkan sengaja url,0
754,dicandid cew nonton username heboh ikut karaoke massal pakai botol air mineral bak nyanyi profesional keren totalitas mbak url,1
755,orang wajib penjara username wajib dilaporkanini orang pecah belah,0
756,isu kristen isu bangkit pki data minim fakta bila oembingkaian kuar konteks isu bangkit hantu untung politis ekonomis,0
757,makna hubung butuh tahun ajar dont be needy cewek pacar prioritas pacar hidup,0
758,gimana kejar depan pas tidur maksain kost pas tidur cubit cubitin ganggu gangguin ky malam mesti anter pagi nya si cowok bablas,0
759,username jelas uang sayadan langkah nasabah milik problem inisudah lohtolong bank mandiri kantor cabang sabang jakarta pusat,0
760,isu kristen isu bangkit pki data minim fakta bila bingkai konteks isu bangkit hantu untung politis ekonomis tahyul bahlul,0
761,username kasihan fh bangun pagi kerja kantor pks terimah info kawan pks kawan bedah partai perintah aku partai kasih yah kampung,2
762,indikasi tengah banteng adu kepala jengkang kapar semaput lawan banteng tinggal kenang,0
763,cilacap cinta gagal ucap purbalingga pura bahagia lihat paling ber keluarga semarang rindu orang sayang cilandak cinta dadak makan sari roti saking rindu robek hati ceritahariini,2
764,nona takut gerimis ku siap rumah teduh barangkali ubah hujan angin ceritakemarinsore spoiler,3
765,life style ubah gaya hidup pola makan utama santai jalan bunuh sadar konyol mayoritas peduli sakit desperate nyalahin genetik faktor x url,2
766,percaya lelaki mati siksa zaman mati kunjung lupa tuhan jauh jauh iya lupa,2
767,twitter kemarin retweet ngetweet ngetweet not responding excessive use perhaps lol yeay,1
768,ya sih serius ya ketemu ketemu lalma kena modus too sensitive lewat,2
769,hari coba transfer atm bbri ac bri bbmr lha gagal atm bri telo malu yakatanya satelit malu username username gimana jelas nya,0
770,username username yaelah sabar ya vid lebaran monyet ditanggapin cepat serang follow up tajam langsung plasa telkom telepon alam telkom,0
771,selamat leta batu pmbangunan univ islam internasional indonesia uiii moga islam indonesia damai toleran mnjadi rujuk islam dunia kelak cc menag username url,1
772,tanggung tinggal ramona sari jawat aktivis salah juang tangguh username hak sehat seksual reproduksi perempuan indonesia moga maha kenan peluk pulang tuhan tuhan ambil,2
773,nelfon cs username suruh tunggu lapor menit and still go on kabar cs suruh tunggu ngapain aneh,0
774,lalu tanam ingat turus mengingatnyalalu samping sandar,2
775,bagus ateis murid mumun aku sembah teori darwin konyol tahayul selamat ya,1
776,username childish alias kekanakkanakan dekat bodoh overacting ajar undang jabat malu tanggap nyata sandiaga uno pakde karwo kritik saran jabat negara mendagri https,0
777,pesan masuk sexual harrasement sih bilang budaya paham patriark nya coba laku saudari teman pacar semangat gita via,2
778,minggu kemarin sebal eh tambah janji jam eh jek antri nang bri iki piye to ku kesal deeh,0
779,sok juang via vallen aset bangsa sisa rebut bangsa diam oldmoneygakngerasain,0
780,username username ras banding lurus govlox anti pancasila banyak govlok ras ganti presiden silah dukung anti pancasila negara hias rasisme kegovlokan mongooo,0
781,ccusername username ko username mingkem minggu bupati pdip kena ott kpk juara korupsi url,0
782,moga pa username sadar bupati purbalingga pdip kena ott kpk warganet allah tunjuk mahfud partai lahir koruptor url,2
783,username username username negara dunia pendam liberalisme afganistan pakistan iran negara maju negara khilafah,0
784,username percaya ktp percaya anggar e ktp korupsi anggota dewan hormat pura pura url,0
785,pohon plastik tong sampah tarik perhati perhati sampah cari konten status nyinyir sumbangsih bersih mudah jari status nyinyir banding balik niat nyata hidup batas kuota,0
786,kali pakai fasilitas laboratorium kampus bayar uang bayar semster doain buruk nih,0
787,hidup kejam anggap hidup tarung arena saing berfikir layak tani hidup ya cocok tanam harap takut,4
788,cepat pesan langsung terima kasih ya mas username koleksi pustaka fakultas psikologi univ pancasila,1
789,dokter gigi sih makan belah kiri kanan dislokasi rahang konsisten nya diri dok,2
790,username well common logic indonesia perempuan salah coba bla bla bla salah laku korban logcial fallacy,0
791,bule persepsi normal bule bebas ngapain ku kasar kasar url,0
792,pasang mak cret mikir jihad layan senang kerja kejar passion mu nyinyir orang,0
793,anjiir via vallen digituin nih orang casually bilang are angry hmm kaya biasa sih orang negara eropa,0
794,bule persepsi normal niat leceh pikir bikin orang indonesia remeh bule orang tipe bule foto ku kasar kasar url,0
795,username huhu iyaaa mikir keras ku hasil sreg bab tuh jumat tuh uprak studi islam pagi bisaaa,4
796,lho kir hati tega buang sampah plastik sembarang males kurang pakai plastik kresek plastik kemas bijakberplastik url,2
797,iya diskrinsut mba boo neto hasil temu orang modal gambar lengan wkwk iya sih mba kaya pantes becandaan,2
798,iya mba netijen ig horor main frontal cocok bully pokok paham dosa,4
799,username via vallen leceh seksual via dm instagram main sepakbola asing klub lokal netizen blame the victim again sedih cewecewe nyalahin,2
800,username layan cs bri surabaya pahlawan sekali jam urut jalan nomor nomor kosong layan orang jam,0
801,username username username username username username username username informasi giat dana desa kirim hastag mantion,0
802,username bismillah happy bday kak wuatb gbu moga limpah berkah rezeki bahagia umur manfaat sukses dunia akhirat moga cita capai bangga orangtua nusa negara agama amin btw dom kak,1
803,jatuh cinta kenal tipe tak peduli fisik isi kepala jantung debar kencang dekat,3
804,cewekcewek bikin instastory suara cakap bgttt alus ye kalah manis gula mah dengerin suara kek tikus jepit annoying suara qu wkwkwk,2
805,username gila ya perempuan pikir nyinyirin lho korban sexual harassment berani speak up bunuh,0
806,kosong sosial dunia nyata ekspresi beda dunia maya dikenalin mig adik langsung nyetem orang ramah,1
807,asa puasa sebentar lebaranada sedih ramadhan tinggal happy sebentar lebaranberkumpul bareng keluargasaling maaf kmbli fitrahsmg temu ramadhan hamin,1
808,main artificial neural network ngeri sedap stressfull akurasi uji bawah ubah parameter jelek ngira fail data rusak hidden layer nya,4
809,cerita unik provide pesan kasih special service deket bayar ongkir gilir ongkir gratis sen semenamena bolak around kali pesan orgnya divisi mbuh,0
810,ilcbpip prof suteki bpip diri orang paham pancasila akhirat ramal ck ck politik balas budi nihh,0
811,sakit gigi sakit hati bareng bilang terima kasih loh tuhan kasih sempat langka,2
812,ya gin nih siluman bukber foto kaga sono ditungguin diliatin orang antre anteng bicara tertawa bahak nih teman jastip terbhaiqq,1
813,kecilmobil smp rumah ujung gang pulang malam kota tidur ayah bangun gendong rmhbahkan smp sd,3
814,libur tanggal masuk tanggal data tanggal selesai lapor tanggal ngerjainnya adik sedih bangadek isa diginiinadek ajar kuat ma bang dylan url,2
815,astaghfirullah jalur manggarai jatinegara petjun liar puasa sing sabar shayy sing tahan subhanallah dehh setop capai gembyor huft,4
816,username username terima kaaih kwik pikir pribadi trm kasih dsampaikan forum haly dsampaikn sarumpait,1
817,potong pepaya leci blueberry bikin overnight oatmeal madu sehat makan fatamorganaaaaaaa,1
818,gin ya lacur wenang lakilaki ngelecehin lacur lacur gratis consent belah this is why the worst enemy of feminim is women itself,0
819,idola khilaf lebay si artis sexual harrasement jadi komentar canda anggap ah moga orang kenal laku sadar,0
820,username yaterus kompensasi langgan kondisi layan speed jaring lot wajib tagih bayar username,0
821,happy dadar username habis kerja kantor ya turun lapang panaspanasan takut hitam url,1
822,kesal deh senior kerja kek gin teh tauuuuuuuu teiung selesai lohudah untung pegang pisau,0
823,sih kali ku tugas uji yangbeb soalny mah wikipedia jalan semuamua mah atuh,1
824,alhamdulillah persib menang hati happy tidur tenang mvp malam username ngebolehin nonton persib nge chat hari susah komunikasi gara sibuk ade bedur,1
825,kali liat kasur selimut goda goda baring lantai kipas majalaya beda benua bandung,2
826,iyaaa kaaaann pesantren giat kesan skg esq malam tar pas muhasabah melek sedih kangen orang tua,2
827,alhamdullilah point tandang terima kasih username sehat username nuhun badag dukung maung bandung resfect username persibday,1
828,username username username ganti presiden presiden preseden sadar bro ganti presiden pks fahri ganti,0
829,berat rindu dil skripsi alam psikologi bilang tema judul ambil cocok alam pribadi iya sih,2
830,sukadeh teman ngetweet konten wawas dunia nyata share ilmu nyinyir kritik manfaat nyambung ngomongnya bahas lamtur lipen,1
831,gitasav bicara sexual harassmentnya balas dmnya helm shes rude,0
832,h biar pilih paksa bahagia ganggu berhappylah orang cinta selasa juni berjan gebang purworejo wib,2
833,umum lulus sujud syukur langsung ambil bungasaat hampir langsung peluk cium air mata kuasa kubendungmom this is my birthday present for url,1
834,gurl gara publishing chat sexual harassment alay caper baper bawa are fvcking kidding me pantes indonesia orang ngalami leceh seksual pilih diam ya netizen,0
835,username ayah pindahpindah kota rantau pulang makassar ayah pulang ketemu mnlpon ajak makan tolak alas pergi tm,2
836,tolong nih gimana ya kemarin beli flash sale bayar dikabarin stocknya abis jual ngecek stock username url,0
837,mati lampu rumah ky kuat kamar nyala saklar wq sumuk aseli liga la familiayggabetahpanaskuduturunnyalainsaklargelapan,2
838,yaudah berani potong rambut pendek ya nyaman selamat istirahat lupa doa tidur nyenyak mimpi indah good night cit,4
839,lulus sastra inggris bicara bahasa inggris curiga curious suspicious untung bicara delicious yaallah ss,2
840,habis baca cerita cerita hidup rumah tangga mana wanita sakit ketidakberdayaan laki si laki dilema turut mau mau hati nurani juang istri,2
841,ah ariel tatum idolaquh betapa netijen lelaki doi stay calmdown nama public figure mah kudu setrong ya mbak ariel,1
842,bangun tidur langsung suruh pergi suruh mandi ashar ya bayangin bangun jam url,2
843,wanita mudah butuh tampan butuh nyaman pria pikir keras hidup jancuk tampan nyaman hah hah hah wtf bullshit hee relationshit,0
844,jenis rindu beda dunia rindu arepin rindu gengsi ucap rindu rindu apaaa cinta bukti tahan cintaa,2
845,kaya hari mantengin asi food channel ngliatin makan sodap ehhh makan indomie ngemil kerupuk gegara malas kos,2
846,si laki tawar poligami baikbaik adil hati istri laku adil suami istri pisah suami pisah si istri tindas,2
847,eh gimanasi thr enak semriwing nga sik ceritain gimana hidup taon thr,2
848,besok mamak telepon kemarin bapak bandel kali hujan lebat maksa kota rapat tinggal demam gin aaah ya allah,2
849,username username username username username ngeriiiih bang takut d lepet doi type ya lekong pilipin,4
850,suka sih gondok dongkol mangkel kaget meniqaaa moga insyafmu abal abal ya mas ha ha ha moga alim ya habluminallah habluminannas niat maaf wanita sakit,0
851,mual telat bukaaa puasaa rumah ampir jam keliling abang grab keliling kampung tol,2
852,kadang capek tahan hati blaming ngatain super bodoh mental tempetahurisol asa goreng ampasampas gimanapun keras usaha,2
853,cerita baca jujur kesal baca sih poligami siksa batin adil dilepasin mbak istri mending pisah mbak hidup free as a bird kadang gengsi kalah hati,0
854,langit sinar bintang terang ribu pilih paham bagi hilang untuk,2
855,orang deket gasih abgmu boroboro deket kelai iya sangking deketnya akur kuliah suruh rumah barang tengkar main fisik,2
856,ulang jaman kuliah teman username ajak beda jarak izin,2
857,username pejaten villagenya eh mobilmobil masuk mall nya ribet ngantri ular macet numpuk sial,0
858,nikmat denyut jantung rasa hirup nafas iniperlahan sadar mata buka tutup rasa nikmat renungkanmulai tutup mata helai nafas senyum tubuh akan layang lepas nikmat,1
859,sumpahya ngeliat blekping rambut hikz rambut heeeft url,2
860,teman dibelabelain pinjam duwit kantor nyawer thr pinjam utang gengsi keponakan paman tante saudara,2
861,otak bodoh apa posisinyaapapun gelar bodoh hrsnya otak isi ilmu tahu isi maaftai url,0
862,liat tementemen lulus nang haru senang liat orangorang lewatin fase sulit hidup lengkap pakai rintang uniq maaf yah teman pas sidang ditangisin bilang sedih tinggal klean,1
863,username orang pas ngentot sadar dikeluarin dalem pas enakenaknya sempet mikir dalem ya anjir darah,0
864,ya gin takut layan nya ambil orang heiii layan tuhan sapa tuhan percaya aneh pakai main fitnah jatuh orang ya,0
865,username mbah heran profkyaidan buya bawah rok siembok tahu sekolah satu tulis artikel muat jasa siembok negara,0
866,badan sehat bawa makam susah keringet dingin pagi bawa sehat dbawel acha janji toilet x tahan tahan hmmm,2
867,rumah masuk dijudesin ayah bilang gin artis ya bingung ngapa asa berangkat beda plus gincu arab an ganiat mana fyi gincu arab menor samsek kek natural ngaca ajg menor,2
868,mampir watsons nama cewek ya gatal liat mekap coba tester coba bedak lipstik blush on ya menor badut pas watsonsnya pas kena cahaya rumah menor kek mangkal,2
869,nisanya cimitcimit ngerti arti effort klean semuah membuatkuh bangga barubaru lulus pen sembur satusatu pakai jampejampe jaga semangat juang tengah badai hidup,1
870,kerja ob sekolah yayasan kecil maaan golong wajib zakat tipis masuk,2
871,badan sehat bawa makan susah keringet dingin pagi bawa sehat dbawel acha janji toilet x tahan tahan hmmm,2
872,manusia ngerti posisi si panitia ganti gegara maksimal nongkrong jam jam ebuset wkakaka,0
873,pas aktip ig twitter lari pas cuit ig mall dangkal butuh hingar pasar,2
874,dasar netizen ymc kek disalahin swing disalahin jugaaa akuuu istri sah nya woojin,0
875,akhirakhir orang pergi ucap salam pergi tinggal tinggal wajar hidup simpul ikat ikat abadi dunia dunia,2
876,username suka skinship pacar peluk cium nangkring paha duduk pangku ya deh wkwkw teman cwek canggung nyahah,1
877,berita alhamdulillah kim kai buka instagram sempet soel pas akun amteun welcome back mr ato kaioninstagram username also goodnite wangjanim username,1
878,lupa taun coba main ask fm bulan nyerah putus makasih sosmed thanks,2
879,oh gin pepet kejar orang malam gin lumayan bikin senam jantung kejarkejaran ngebut dadak pelan pas bangjo tunggu aku nunggu lampu ijo lurus dadak sein kanan amaaaaan,4
880,eike bilang mah pusing ilangilang ya mama singkat padat mengirisiris hati ya gendut pusing sakit mama hubungin efek kelemonmontok kepunjulen kecetit gatal,2
881,terkadang duli motivasi bikin sakit hati sekira nya nerimain mah oke serah kecewa bodo serius atur,2
882,username username bikin negara rugi bikin dukung pontangpanting bikin bantu habis akal bikin investor mikir kali bikin tukang pakai up blunder orang lemah dipertahanin why oh why,0
883,kangen mama teman ditemeni mama orangtua untung sayang selagi sempat url,2
884,gagal kakak ngerti gimana orangtua senyum canda tertawa hati nya perih,2
885,keram betis akibat mandi jam umur tua mel gagah abis kemanamana emak sih asa sekolah,2
886,username cemooh orang harga harga balap senior,0
887,konten ask fm seru teman bau seks jawabin normal mention ya sedih,2
888,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya sayang rasa sulit hidup lalu,3
889,tiga kalah buah rebut hasil rebut tim lawan telat pencet bel hilang fokus puluh poin layang tim lawan hukum gagal laju babak final,2
890,tanding seno keras cuek memyambut hangat tanding hebat kali tim provinsi babak bangga,1
891,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya rasa sulit hidup lalu,3
892,suruh ignore sibuk ngurusin haha perempuan ngejatuhin moga mbak sehat ya,2
893,username username kontol jelek kerut twittermu real life ajak ngewe ya mas dm gin kesal marah kesal brrt nasib mba valen,0
894,bahak nonton username username sma ali mochtar ngabalin hahaaasimpulkan wkwkk bang karni ilcbpip,1
895,pikir ikhlas sadar ikhlas,2
896,bokapnyokap kasih thr anak sedia snack coklat bungkus bagi halloween amrik,1
897,bahagia beli paket segiga habis limagiga lancar internetan mayanlah wkwk eh alhamdulillah,1
898,sadar kadang sulit ikhlas benarbenar dapat benarbenar usaha maksimal orang hasil dapat,2
899,ya nasib eh lebaran rumah plus lebaran begitupadahal bayang lebaran rumah lebaran kantor nasib alhamdulillah,2
900,ya kuat jijik digituin pilih tutup akun marah ngomel teman deket singgung resiko pakai ask fm anon mbacot sakarepe,0
901,ya gagal kakak bimbing adik saat alam hidup orang motivasi hasil bangkit kuat salah salah,2
902,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya kelak rasa sulit hidup lalu,3
903,sadar orang bus kemarin istana ajak nal beda harihari coba pikir gugur nikmat jalan kemarin,2
904,klikbca seringkali susah internet masalah bilang omong kosong buka website,0
905,fuck lolloe jatuhin agnezmo kanha ha,0
906,asli pontianak tinggal semarang kak im a big fan of small towns and old shop senang bandung diary heehehe,1
907,akhirakhir senengsenengnya nonton foreign filmatau filmfilm non hollywood filmfilm asing kalah bagus storyline cinematography visual effects dsbnya benerbener anti mainstream,1
908,serah orang ngatain malaikat baik kirim hidup baik,3
909,kira lapor tulis institusi internasional tuh padat isi ya coy isi ngaco logis data tafsir,2
910,vote serba graris haloo pikir bangtan ada asupan butuh duit serba gratis bangtan kasih makan,0
911,username nama leceh apa leceh beda takar ukur balikin person nya general dapat leceh sentuh fisik kata,0
912,username username kak sebut orang nitijen masuk dalam bukber in this economy,0
913,negara transparan informasi bikin njlimet ae hidup orang misqin nih jurnal bayar dihack jurnal buat jahat adik bang,0
914,nama fitnah mbak bukti ko fitnah orang korupsi mbk dunia laku sistem tabur tuai mgkin tutup keburu fitnah orang korupsi n kerja selubung,0
915,thr an coba makan warung not resto tip ketemu layan nya tua n kasihan selipin ribu liat reaksi luarbiasa asa bahagia super ribu bikij miskin,1
916,gakseperti mbak hobi carmuk sok pahlawan kebengenan serah serah masa jatuh tau keburu ngurusin urus biar tuhan terima balas,0
917,rangorang sok suci sok hidup inti gin nyebur got got kek gimana kenal orang beda ya sok,0
918,inti cari teman mah pilih buruk dideketin biar oh gin oh buruk mah sosialisasi kamar ae diam garuk jembut,0
919,motivasi awas milu awas tps awal suara curang pilkada tmarahang rawan yah calon tunggal,4
920,dearest username terimakasih sedia mute orang anin cari kali butuh sehat murah rezeki ayo semangat garap ensenang your ahead luvvv,1
921,mimpi absurd malam nongkrong toko makan martabak duduk nongkrong maksud tibatiba disamperin dian sastrodia martabak nongkrong bicara lupa doa bom tidur,1
922,pas gym eike nimbang timbang tanita nya pas eh nnya eike bilang instruktur body eike cucok eh langsung donk member body kaya kwkwkwkww senang deh inspirasi orang,1
923,beb selamat ulang yaa username ayu popo crew nunggu wib loh semogaa cepat mup on atta btw si clara ngeblock donk url,1
924,beli libur uang halal mbak apasih korupsi uang haram mah tindak pandang orang sprti salah mbk and the last everything will come to you in the right moments,0
925,username hahahaha namany villa salse hotel warung bagus sih kak nyaman bird park,1
926,username final putus nya juni prlu extra hati gunain aplikasi prjalananhotel maklum dana trbatas sesak ad,2
927,cinta bisa bisa jaga bisa jaga,3
928,hah kemarin masalah gitasav sexual harrasment gitasav tristan sih masalah merespon helm those are two different cases kayak ya salah paham kemarin kontra gitasav case,0
929,back to maba lyfe jam gin pulang kos motor jalan gelap sepi takut berani yallah gin minggu kuliah quat quat quattttt,2
930,ya salah si mbak dishare ulang postan mu iku grup tenggelem kirim poto poto gregetan mbak karo koe,0
931,before sakit pas kerja bb turun after sakit huft tulang pundak heran pipi ngapa ikut tirus,2
932,tahun binatang hitung minat benih ikanalhamdulillah lewatternyata ketekunankeuletan kalah pakan alami hebat budidaya cacing sutra username username username username url,1
933,ramadhan kareem alhamdulilah hasil selesai jeruji kuliah dukung orang tua username wkwk kado ultah laaaa url,1
934,hutang ulang ulang sih tagih jawab neraka no,4
935,username ooalaah mata rabun baca ayam usir bingung tetott mitsubishi terios yaak kiri terios terios bang ayok terios,2
936,terima kasih dinporapar kabupaten purbalingga rekan pramuwisata purbalingga partisipasi acara buka puasa username hadir sinergi isi maju pariwisata url,1
937,sore ngiler coto rumah keburu capai lapar malam buka kulkas temu indomie coto makassar alhamdullilah url,1
938,ingin marah lampias hati ku tunjuk hati kecewa moshing surup maung,0
939,pisau mata tikam orang tikam tikam orang,4
940,username alhamdulillah yallah kasih kode mah ngode spesifik langsung tag pancing,1
941,lambai tangan rasa pilu dada kasih sayang tambah pada air mata linang asa oleh nanti teluk bayur,2
942,bicara media menteri bawa kamera alpha pas harga body only juta lensa sobat qismin nganggukngangguk,2
943,username kalah kalah pamor ya ngomongnya njeplak wae lemah cipta ujar benci sebar berita hoak pantas tokoh nasional negeri bicara k,0
944,suka heran ya abang abang makan siang rumah makan kerumun orang puasa malu nya mana lho,2
945,username ya beda goblok via vallen suka goyang seronok skg better seronok coba ngubah image nyanyi dangdut sensasi negatif kawincerai main film syur,0
946,username username reformasi demokrasi negeri nyata aku lebih pimpin ambil contoh nya generasi muda tolak,0
947,beda ketemu papas sapa pulang orang bilang tengkar malemnya terima chat isi si geblek haha,1
948,ajar sih diingetin sekian kali peristiwa syukur syukur kufur jalanin hidup ensenang bawa ribet,1
949,bilang kena sexual harassment pakai baju sexy pakai bikini please pakai bikini ya sesuai pakai niqab pakai seragam sekolah pakai baju kantor korban,0
950,bos problem solving yaga akar ya instan tar rusak rusak teroos,0
951,si senyum ngeselin bikin hepi haha bawa bahagia liat nih anak perform laku bikin kangen adik aneh ngeselin ngangenin,1
952,hepibesdey canteeeekk username umur pribadi moga citacitakan wujud langgeng username,1
953,sahsah fans persija bela main klub favorit persija bapuk via vallen simic mikir,0
954,username malu at least ngrasa dosa takut tuhan heee jepang koruptor langsung nebas pakai samurai korea langsung sujud khalayak undur pakai,0
955,secret admirer mah instagram difollback doi langsung bikin umum teman teman mah doi orang suka follback follow ampe olshop difollback url,2
956,bodoh telat sadar tutup aurat ya loh bodo d rumah tamu non mahram sepupu laki,4
957,username iya dm twitter sempet lewat ngeliat hapus foto konser sue macem jelpi suruh tutup sih bodoh sih,0
958,baper tbtb post hahah so grateful to have known them goblok main game ajar kabur ekstrakulikuler hukum guru pinjam tugas nyontek makanin teman ngebully marah url,1
959,dehhh tulis favorit ngeluarin buku sama gin pusing po uuu buku ramadhan sale bayar,2
960,pakai pasar bayangkara pasar senggol pilih pakai syukur,1
961,alhamdulillah makan sahur bareng mbah gugel walo cerewet kulinertradisional kulinerbanyuwangi bakulkuliner warunglya url,1
962,happy nya tuh simple sesimple ngeliat panah nunjukin bensin motor apaansi nama gerak arah full,1
963,elu anak perempuan ngalamin leceh anak elu suruh woles ignore ciriciri bakat gagal sih tolol url,0
964,untung rapot orang tua ajak sharing paham aman nilai anak hehe sempet curcol rapotan apa yaaa ku butuh tenang kutat sop,1
965,mandi kali hari makan tuh afdol gerah lengket bawa mandi tidur enak tidur rileks nyenyak,1
966,kuat jaga harga woles harga leceh adat timur disamain bablas woles dilecehin situ perempuan jadijadian url,0
967,saat orang orang ramai twitter riweh nyiapin nobar piala dunia nobar durasi acara jam ahlanwasahlanpildun,1
968,beres nih cari jatuh da gedebuk jatohnya cari cari cari pedahal tuh posisi pindah pindah kaca hhhh why sih kesal,0
969,parah erti fitur sms banking ibanking okay im done btw terimakasih sabar hadap diri gapteknya ketulungan moga alam semesta amin chatmu ya,2
970,kasi presiden jujur tolak kasi presiden jujur humble tolak jama orde biar ngerti bisan ngelu presiden ganti,0
971,bangun tidur tumbang gara malam bukber isi es eh barusan ajar minum es hani,2
972,username username username iyaa efek speak up agam jatuhin sih lihat gerus mental ngatain speak up lebay mental mental pe,2
973,username username username username bercitacita jongos pola pikir batas jongos kapasitas otak mumpuni unt tampung berfikir tulis username,0
974,username username username saudara anjing cuuk jancuk hahahaha pribadi golong tagih gih orang hahahaha bonekselamanyajancok,0
975,tadu canda inshaallah pisah biar berat egois moga sukses ya,2
976,teroon download sihhh abis download about time episode miss hammburabi episode,2
977,bobotoh lucu sih salah pakai tau uka si via vallen pakai pakai sexy bentuk tubuh,2
978,rasa bahagia sederhana pribadi ngeliat orang rasa bahagia jalanin bahagia sih good vibes ngejalaninnya thanks god,1
979,muasalnya gimana orang lontar komentar nada amin doa,1
980,username kuliah pas pulang ngeluarin motor parkir bengong alhasil lupa bayar parkir selonong ajaaa keingetnya pas maaf ya,2
981,sempat tinggal persis sempat,2
982,iya jelek apa muka si taka foto kawai nataku cowok langsung hati alay bet nih cowok,3
